

---------------------------------------------------------------------------------------------------
------------------------------------      SPLIT [4]   -----------------------------------------------
---------------------------------------------------------------------------------------------------
unique_name: 333_cst-sim-aug-rare-ngcc-pretrained-mel-300-2event_dev_split0_multiaccdoa_mic_gcc

Loading training dataset:
Loading validation dataset:
Running in finetuning mode. Initializing the model to the weights - models_audio/9_tdoa-pretrain-2event_dev_split0_multiaccdoa_mic_gcc_model_final.h5
---------------- SELD-net -------------------
FEATURES:
	data_in: (64, 4, 250, 480)
	data_out: (64, 50, 156)

MODEL:
	dropout_rate: 0.05
	CNN: nb_cnn_filt: 64, f_pool_size[1, 2, 2], t_pool_size[1, 1, 5]
, rnn_size: 128
, nb_attention_blocks: 2
, fnn_size: 256

Dumping recording-wise val results in: results_audio/333_cst-sim-aug-rare-ngcc-pretrained-mel-300-2event_dev_split0_multiaccdoa_mic_gcc_20240520232008_val
epoch: 0, time: 709.87/1094.78, train_loss: 0.5719, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
epoch: 1, time: 715.95/1094.78, train_loss: 0.2948, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
epoch: 2, time: 684.38/1094.78, train_loss: 0.2248, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
epoch: 3, time: 694.51/1094.78, train_loss: 0.2079, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
epoch: 4, time: 709.34/1094.78, train_loss: 0.1951, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
epoch: 5, time: 697.14/1094.78, train_loss: 0.1868, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
epoch: 6, time: 715.24/1094.78, train_loss: 0.1814, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
epoch: 7, time: 724.68/1094.78, train_loss: 0.1762, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
epoch: 8, time: 733.60/1094.78, train_loss: 0.1728, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
epoch: 9, time: 729.45/1094.78, train_loss: 0.1705, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
epoch: 10, time: 725.77/1094.78, train_loss: 0.1688, val_loss: 0.3978, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.03/1.21/0.69/0.73, best_val_epoch: 0 (0.00/92.03/1.21/0.69/0.73)
