

---------------------------------------------------------------------------------------------------
------------------------------------      SPLIT [4]   -----------------------------------------------
---------------------------------------------------------------------------------------------------
unique_name: 333_cst-sim-and-aug-ngcc-pretrained-mel_dev_split0_multiaccdoa_mic_gcc

Loading training dataset:
Loading validation dataset:
Running in finetuning mode. Initializing the model to the weights - models_audio/9_ngccphat-6delays-tdoa_dev_split0_multiaccdoa_mic_gcc_model_final.h5
---------------- SELD-net -------------------
FEATURES:
	data_in: (64, 4, 250, 480)
	data_out: (64, 50, 156)

MODEL:
	dropout_rate: 0.05
	CNN: nb_cnn_filt: 64, f_pool_size[1, 2, 2], t_pool_size[1, 1, 5]
, rnn_size: 128
, nb_attention_blocks: 2
, fnn_size: 256

Dumping recording-wise val results in: results_audio/333_cst-sim-and-aug-ngcc-pretrained-mel_dev_split0_multiaccdoa_mic_gcc_20240508204740_val
epoch: 0, time: 724.71/1437.24, train_loss: 0.5764, val_loss: 0.3929, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.32/1.49/0.83/0.78, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 1, time: 687.74/1437.24, train_loss: 0.3070, val_loss: 0.3929, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.32/1.49/0.83/0.78, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 2, time: 694.30/1437.24, train_loss: 0.2298, val_loss: 0.3929, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.32/1.49/0.83/0.78, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 3, time: 660.09/1437.24, train_loss: 0.2146, val_loss: 0.3929, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.32/1.49/0.83/0.78, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 4, time: 658.13/1437.24, train_loss: 0.2045, val_loss: 0.3929, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.32/1.49/0.83/0.78, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 5, time: 653.14/1437.24, train_loss: 0.1967, val_loss: 0.3929, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.32/1.49/0.83/0.78, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 6, time: 655.76/1437.24, train_loss: 0.1896, val_loss: 0.3929, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.32/1.49/0.83/0.78, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 7, time: 657.18/1437.24, train_loss: 0.1839, val_loss: 0.3929, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.32/1.49/0.83/0.78, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 8, time: 656.32/1437.24, train_loss: 0.1823, val_loss: 0.3929, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.32/1.49/0.83/0.78, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 9, time: 652.19/1437.24, train_loss: 0.1789, val_loss: 0.3929, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/92.32/1.49/0.83/0.78, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 10, time: 654.03/210.00, train_loss: 0.1764, val_loss: 0.0276, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/nan/nan/nan/nan, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 11, time: 652.04/210.00, train_loss: 0.1744, val_loss: 0.0276, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/nan/nan/nan/nan, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 12, time: 647.70/210.00, train_loss: 0.1753, val_loss: 0.0276, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/nan/nan/nan/nan, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 13, time: 653.61/210.00, train_loss: 0.1744, val_loss: 0.0276, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/nan/nan/nan/nan, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 14, time: 650.19/210.00, train_loss: 0.1705, val_loss: 0.0276, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/nan/nan/nan/nan, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 15, time: 645.71/210.00, train_loss: 0.1685, val_loss: 0.0276, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/nan/nan/nan/nan, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 16, time: 647.28/210.00, train_loss: 0.1675, val_loss: 0.0276, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/nan/nan/nan/nan, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 17, time: 647.51/210.00, train_loss: 0.1657, val_loss: 0.0276, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/nan/nan/nan/nan, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 18, time: 645.13/210.00, train_loss: 0.1643, val_loss: 0.0276, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/nan/nan/nan/nan, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 19, time: 648.32/210.00, train_loss: 0.1630, val_loss: 0.0276, F/AE/Dist_err/Rel_dist_err/SELD: 0.00/nan/nan/nan/nan, best_val_epoch: 0 (0.00/92.32/1.49/0.83/0.78)
epoch: 20, time: 650.43/194.08, train_loss: 0.1622, val_loss: 0.0214, F/AE/Dist_err/Rel_dist_err/SELD: 0.01/21.12/0.64/0.37/0.48, best_val_epoch: 20 (0.01/21.12/0.64/0.37/0.48)
epoch: 21, time: 653.34/194.08, train_loss: 0.1612, val_loss: 0.0214, F/AE/Dist_err/Rel_dist_err/SELD: 0.01/21.12/0.64/0.37/0.48, best_val_epoch: 20 (0.01/21.12/0.64/0.37/0.48)
epoch: 22, time: 655.60/194.08, train_loss: 0.1599, val_loss: 0.0214, F/AE/Dist_err/Rel_dist_err/SELD: 0.01/21.12/0.64/0.37/0.48, best_val_epoch: 20 (0.01/21.12/0.64/0.37/0.48)
epoch: 23, time: 653.83/194.08, train_loss: 0.1590, val_loss: 0.0214, F/AE/Dist_err/Rel_dist_err/SELD: 0.01/21.12/0.64/0.37/0.48, best_val_epoch: 20 (0.01/21.12/0.64/0.37/0.48)
epoch: 24, time: 646.45/194.08, train_loss: 0.1581, val_loss: 0.0214, F/AE/Dist_err/Rel_dist_err/SELD: 0.01/21.12/0.64/0.37/0.48, best_val_epoch: 20 (0.01/21.12/0.64/0.37/0.48)
